laus_code	state_fips_code	county_fips_code	county_and_state	year	labor_force	employed	unemployed	unemployment_rate_pct
CN5117300000000	51	173	"Smyth County, VA"	2019	13811	13296	515	3.7
CN5117500000000	51	175	"Southampton County, VA"	2019	9139	8895	244	2.7
CN5117700000000	51	177	"Spotsylvania County, VA"	2019	67663	65697	1966	2.9
CN5117900000000	51	179	"Stafford County, VA"	2019	72712	70711	2001	2.8
CN5118100000000	51	181	"Surry County, VA"	2019	3695	3568	127	3.4
CN5118300000000	51	183	"Sussex County, VA"	2019	3833	3660	173	4.5
CN5118500000000	51	185	"Tazewell County, VA"	2019	15748	15060	688	4.4
CN5118700000000	51	187	"Warren County, VA"	2019	20611	20032	579	2.8
CN5119100000000	51	191	"Washington County, VA"	2019	26806	25919	887	3.3
CN5119300000000	51	193	"Westmoreland County, VA"	2019	9538	9204	334	3.5
CN5119500000000	51	195	"Wise County, VA"	2019	13432	12809	623	4.6
CN5119700000000	51	197	"Wythe County, VA"	2019	13776	13282	494	3.6
CN5119900000000	51	199	"York County, VA"	2019	32989	32110	879	2.7
CN5151000000000	51	510	"Alexandria city, VA"	2019	102254	100093	2161	2.1
CN5152000000000	51	520	"Bristol city, VA"	2019	7218	6946	272	3.8
CN5153000000000	51	530	"Buena Vista city, VA"	2019	3436	3342	94	2.7
CN5154000000000	51	540	"Charlottesville city, VA"	2019	26642	26011	631	2.4
CN5155000000000	51	550	"Chesapeake city, VA"	2019	123523	119957	3566	2.9
CN5157000000000	51	570	"Colonial Heights city, VA"	2019	8877	8593	284	3.2
CN5158000000000	51	580	"Covington city, VA"	2019	2393	2293	100	4.2
CN5159000000000	51	590	"Danville city, VA"	2019	19226	18261	965	5
CN5159500000000	51	595	"Emporia city, VA"	2019	2303	2189	114	5
CN5160000000000	51	600	"Fairfax city, VA"	2019	13573	13284	289	2.1
CN5161000000000	51	610	"Falls Church city, VA"	2019	8676	8499	177	2
CN5162000000000	51	620	"Franklin city, VA"	2019	3598	3453	145	4
CN5163000000000	51	630	"Fredericksburg city, VA"	2019	14282	13803	479	3.4
CN5164000000000	51	640	"Galax city, VA"	2019	2932	2836	96	3.3
CN5165000000000	51	650	"Hampton city, VA"	2019	64807	62353	2454	3.8
CN5166000000000	51	660	"Harrisonburg city, VA"	2019	25153	24345	808	3.2
CN5167000000000	51	670	"Hopewell city, VA"	2019	9757	9341	416	4.3
CN5167800000000	51	678	"Lexington city, VA"	2019	2099	2001	98	4.7
CN5168000000000	51	680	"Lynchburg city, VA"	2019	36598	35238	1360	3.7
CN5168300000000	51	683	"Manassas city, VA"	2019	22253	21696	557	2.5
CN5168500000000	51	685	"Manassas Park city, VA"	2019	9462	9228	234	2.5
CN5169000000000	51	690	"Martinsville city, VA"	2019	5501	5274	227	4.1
CN5170000000000	51	700	"Newport News city, VA"	2019	89406	86310	3096	3.5
CN5171000000000	51	710	"Norfolk city, VA"	2019	112364	108487	3877	3.5
CN5172000000000	51	720	"Norton city, VA"	2019	1687	1625	62	3.7
CN5173000000000	51	730	"Petersburg city, VA"	2019	13129	12396	733	5.6
CN5173500000000	51	735	"Poquoson city, VA"	2019	6427	6271	156	2.4
CN5174000000000	51	740	"Portsmouth city, VA"	2019	44566	42831	1735	3.9
CN5175000000000	51	750	"Radford city, VA"	2019	8688	8377	311	3.6
CN5176000000000	51	760	"Richmond city, VA"	2019	119265	115360	3905	3.3
CN5177000000000	51	770	"Roanoke city, VA"	2019	49397	47900	1497	3
CN5177500000000	51	775	"Salem city, VA"	2019	13037	12677	360	2.8
CN5179000000000	51	790	"Staunton city, VA"	2019	12314	11986	328	2.7
CN5180000000000	51	800	"Suffolk city, VA"	2019	44928	43564	1364	3
CN5181000000000	51	810	"Virginia Beach city, VA"	2019	234597	228266	6331	2.7
CN5182000000000	51	820	"Waynesboro city, VA"	2019	10762	10451	311	2.9
CN5183000000000	51	830	"Williamsburg city, VA"	2019	6736	6475	261	3.9
CN5184000000000	51	840	"Winchester city, VA"	2019	14892	14480	412	2.8
CN5300100000000	53	001	"Adams County, WA"	2019	9870	9312	558	5.7
CN5300300000000	53	003	"Asotin County, WA"	2019	10400	9969	431	4.1
CN5300500000000	53	005	"Benton County, WA"	2019	103169	97773	5396	5.2
CN5300700000000	53	007	"Chelan County, WA"	2019	45113	42911	2202	4.9
CN5300900000000	53	009	"Clallam County, WA"	2019	28886	26980	1906	6.6
CN5301100000000	53	011	"Clark County, WA"	2019	241901	230422	11479	4.7
CN5301300000000	53	013	"Columbia County, WA"	2019	1848	1747	101	5.5
CN5301500000000	53	015	"Cowlitz County, WA"	2019	47949	45086	2863	6
CN5301700000000	53	017	"Douglas County, WA"	2019	21968	20731	1237	5.6
CN5301900000000	53	019	"Ferry County, WA"	2019	2499	2216	283	11.3
CN5302100000000	53	021	"Franklin County, WA"	2019	43132	40383	2749	6.4
CN5302300000000	53	023	"Garfield County, WA"	2019	918	868	50	5.4
CN5302500000000	53	025	"Grant County, WA"	2019	46990	43751	3239	6.9
CN5302700000000	53	027	"Grays Harbor County, WA"	2019	29008	26961	2047	7.1
CN5302900000000	53	029	"Island County, WA"	2019	36116	34294	1822	5
CN5303100000000	53	031	"Jefferson County, WA"	2019	12938	12209	729	5.6
CN5303300000000	53	033	"King County, WA"	2019	1290480	1254638	35842	2.8
CN5303500000000	53	035	"Kitsap County, WA"	2019	128764	122887	5877	4.6
CN5303700000000	53	037	"Kittitas County, WA"	2019	23177	21905	1272	5.5
CN5303900000000	53	039	"Klickitat County, WA"	2019	10314	9712	602	5.8
CN5304100000000	53	041	"Lewis County, WA"	2019	34996	32841	2155	6.2
CN5304300000000	53	043	"Lincoln County, WA"	2019	5031	4779	252	5
CN5304500000000	53	045	"Mason County, WA"	2019	25325	23733	1592	6.3
CN5304700000000	53	047	"Okanogan County, WA"	2019	20346	18964	1382	6.8
CN5304900000000	53	049	"Pacific County, WA"	2019	8603	8007	596	6.9
CN5305100000000	53	051	"Pend Oreille County, WA"	2019	5074	4674	400	7.9
CN5305300000000	53	053	"Pierce County, WA"	2019	442094	419394	22700	5.1
CN5305500000000	53	055	"San Juan County, WA"	2019	8674	8349	325	3.7
CN5305700000000	53	057	"Skagit County, WA"	2019	63069	59644	3425	5.4
CN5305900000000	53	059	"Skamania County, WA"	2019	5555	5252	303	5.5
CN5306100000000	53	061	"Snohomish County, WA"	2019	439464	426100	13364	3
CN5306300000000	53	063	"Spokane County, WA"	2019	255027	241655	13372	5.2
CN5306500000000	53	065	"Stevens County, WA"	2019	19062	17726	1336	7
CN5306700000000	53	067	"Thurston County, WA"	2019	142896	135982	6914	4.8
CN5306900000000	53	069	"Wahkiakum County, WA"	2019	1375	1283	92	6.7
CN5307100000000	53	071	"Walla Walla County, WA"	2019	30252	28760	1492	4.9
CN5307300000000	53	073	"Whatcom County, WA"	2019	115413	109672	5741	5
CN5307500000000	53	075	"Whitman County, WA"	2019	23996	22958	1038	4.3
CN5307700000000	53	077	"Yakima County, WA"	2019	132466	123185	9281	7
CN5400100000000	54	001	"Barbour County, WV"	2019	7189	6760	429	6
CN5400300000000	54	003	"Berkeley County, WV"	2019	58635	56569	2066	3.5
CN5400500000000	54	005	"Boone County, WV"	2019	7443	7036	407	5.5
CN5400700000000	54	007	"Braxton County, WV"	2019	5245	4857	388	7.4
CN5400900000000	54	009	"Brooke County, WV"	2019	10013	9488	525	5.2
CN5401100000000	54	011	"Cabell County, WV"	2019	41620	39889	1731	4.2
CN5401300000000	54	013	"Calhoun County, WV"	2019	2558	2226	332	13
CN5401500000000	54	015	"Clay County, WV"	2019	3148	2879	269	8.5
CN5401700000000	54	017	"Doddridge County, WV"	2019	4011	3834	177	4.4
CN5401900000000	54	019	"Fayette County, WV"	2019	16286	15363	923	5.7
CN5402100000000	54	021	"Gilmer County, WV"	2019	2384	2221	163	6.8
CN5402300000000	54	023	"Grant County, WV"	2019	5959	5632	327	5.5
CN5402500000000	54	025	"Greenbrier County, WV"	2019	16005	15266	739	4.6
CN5402700000000	54	027	"Hampshire County, WV"	2019	10799	10384	415	3.8
CN5402900000000	54	029	"Hancock County, WV"	2019	13094	12418	676	5.2
CN5403100000000	54	031	"Hardy County, WV"	2019	5804	5507	297	5.1
CN5403300000000	54	033	"Harrison County, WV"	2019	34765	33229	1536	4.4
CN5403500000000	54	035	"Jackson County, WV"	2019	13478	12808	670	5
CN5403700000000	54	037	"Jefferson County, WV"	2019	30464	29527	937	3.1
CN5403900000000	54	039	"Kanawha County, WV"	2019	82440	78647	3793	4.6
CN5404100000000	54	041	"Lewis County, WV"	2019	6851	6428	423	6.2
CN5404300000000	54	043	"Lincoln County, WV"	2019	7213	6757	456	6.3
CN5404500000000	54	045	"Logan County, WV"	2019	11157	10492	665	6
CN5404700000000	54	047	"McDowell County, WV"	2019	4451	4041	410	9.2
CN5404900000000	54	049	"Marion County, WV"	2019	25621	24324	1297	5.1
CN5405100000000	54	051	"Marshall County, WV"	2019	14268	13366	902	6.3
CN5405300000000	54	053	"Mason County, WV"	2019	10227	9615	612	6
CN5405500000000	54	055	"Mercer County, WV"	2019	21036	19843	1193	5.7
CN5405700000000	54	057	"Mineral County, WV"	2019	12701	11980	721	5.7
CN5405900000000	54	059	"Mingo County, WV"	2019	6894	6422	472	6.8
CN5406100000000	54	061	"Monongalia County, WV"	2019	54746	52749	1997	3.6
CN5406300000000	54	063	"Monroe County, WV"	2019	5979	5718	261	4.4
CN5406500000000	54	065	"Morgan County, WV"	2019	8191	7874	317	3.9
CN5406700000000	54	067	"Nicholas County, WV"	2019	9521	8920	601	6.3
CN5406900000000	54	069	"Ohio County, WV"	2019	21367	20407	960	4.5
CN5407100000000	54	071	"Pendleton County, WV"	2019	3701	3559	142	3.8
CN5407300000000	54	073	"Pleasants County, WV"	2019	2924	2724	200	6.8
CN5407500000000	54	075	"Pocahontas County, WV"	2019	3891	3670	221	5.7
CN5407700000000	54	077	"Preston County, WV"	2019	15617	14904	713	4.6
CN5407900000000	54	079	"Putnam County, WV"	2019	26795	25630	1165	4.3
CN5408100000000	54	081	"Raleigh County, WV"	2019	30525	29093	1432	4.7
CN5408300000000	54	083	"Randolph County, WV"	2019	12352	11617	735	6
CN5408500000000	54	085	"Ritchie County, WV"	2019	4405	4156	249	5.7
CN5408700000000	54	087	"Roane County, WV"	2019	5145	4654	491	9.5
CN5408900000000	54	089	"Summers County, WV"	2019	4340	4102	238	5.5
CN5409100000000	54	091	"Taylor County, WV"	2019	7920	7537	383	4.8
CN5409300000000	54	093	"Tucker County, WV"	2019	3361	3186	175	5.2
CN5409500000000	54	095	"Tyler County, WV"	2019	3145	2900	245	7.8
CN5409700000000	54	097	"Upshur County, WV"	2019	9613	9040	573	6
CN5409900000000	54	099	"Wayne County, WV"	2019	15838	14983	855	5.4
CN5410100000000	54	101	"Webster County, WV"	2019	3326	3116	210	6.3
CN5410300000000	54	103	"Wetzel County, WV"	2019	6656	6174	482	7.2
CN5410500000000	54	105	"Wirt County, WV"	2019	2303	2122	181	7.9
CN5410700000000	54	107	"Wood County, WV"	2019	36845	34970	1875	5.1
CN5410900000000	54	109	"Wyoming County, WV"	2019	6706	6240	466	6.9
CN5500100000000	55	001	"Adams County, WI"	2019	8153	7733	420	5.2
CN5500300000000	55	003	"Ashland County, WI"	2019	7915	7536	379	4.8
CN5500500000000	55	005	"Barron County, WI"	2019	24406	23428	978	4
CN5500700000000	55	007	"Bayfield County, WI"	2019	7591	7165	426	5.6
CN5500900000000	55	009	"Brown County, WI"	2019	141886	137489	4397	3.1
CN5501100000000	55	011	"Buffalo County, WI"	2019	6466	6194	272	4.2
CN5501300000000	55	013	"Burnett County, WI"	2019	7133	6752	381	5.3
CN5501500000000	55	015	"Calumet County, WI"	2019	27565	26791	774	2.8
CN5501700000000	55	017	"Chippewa County, WI"	2019	33181	31909	1272	3.8
CN5501900000000	55	019	"Clark County, WI"	2019	17737	17151	586	3.3
CN5502100000000	55	021	"Columbia County, WI"	2019	31587	30606	981	3.1
CN5502300000000	55	023	"Crawford County, WI"	2019	7622	7297	325	4.3
CN5502500000000	55	025	"Dane County, WI"	2019	321677	313824	7853	2.4
CN5502700000000	55	027	"Dodge County, WI"	2019	47544	46107	1437	3
CN5502900000000	55	029	"Door County, WI"	2019	15288	14706	582	3.8
CN5503100000000	55	031	"Douglas County, WI"	2019	23029	22058	971	4.2
CN5503300000000	55	033	"Dunn County, WI"	2019	24111	23257	854	3.5
CN5503500000000	55	035	"Eau Claire County, WI"	2019	58872	57071	1801	3.1
CN5503700000000	55	037	"Florence County, WI"	2019	2221	2115	106	4.8
CN5503900000000	55	039	"Fond du Lac County, WI"	2019	57386	55701	1685	2.9
CN5504100000000	55	041	"Forest County, WI"	2019	4012	3803	209	5.2
CN5504300000000	55	043	"Grant County, WI"	2019	27861	26962	899	3.2
CN5504500000000	55	045	"Green County, WI"	2019	21049	20441	608	2.9
CN5504700000000	55	047	"Green Lake County, WI"	2019	9456	9086	370	3.9
CN5504900000000	55	049	"Iowa County, WI"	2019	13731	13334	397	2.9
CN5505100000000	55	051	"Iron County, WI"	2019	2542	2388	154	6.1
CN5505300000000	55	053	"Jackson County, WI"	2019	10276	9876	400	3.9
CN5505500000000	55	055	"Jefferson County, WI"	2019	45857	44416	1441	3.1
CN5505700000000	55	057	"Juneau County, WI"	2019	13446	12999	447	3.3
CN5505900000000	55	059	"Kenosha County, WI"	2019	89403	85858	3545	4
CN5506100000000	55	061	"Kewaunee County, WI"	2019	11042	10686	356	3.2
CN5506300000000	55	063	"La Crosse County, WI"	2019	66318	64391	1927	2.9
CN5506500000000	55	065	"Lafayette County, WI"	2019	10099	9829	270	2.7
CN5506700000000	55	067	"Langlade County, WI"	2019	9321	8932	389	4.2
CN5506900000000	55	069	"Lincoln County, WI"	2019	15071	14509	562	3.7
CN5507100000000	55	071	"Manitowoc County, WI"	2019	40987	39589	1398	3.4
CN5507300000000	55	073	"Marathon County, WI"	2019	73551	71419	2132	2.9
CN5507500000000	55	075	"Marinette County, WI"	2019	19466	18573	893	4.6
CN5507700000000	55	077	"Marquette County, WI"	2019	7714	7409	305	4
CN5507800000000	55	078	"Menominee County, WI"	2019	1629	1498	131	8
CN5507900000000	55	079	"Milwaukee County, WI"	2019	466908	448251	18657	4
CN5508100000000	55	081	"Monroe County, WI"	2019	23377	22672	705	3
CN5508300000000	55	083	"Oconto County, WI"	2019	20575	19830	745	3.6
CN5508500000000	55	085	"Oneida County, WI"	2019	17846	17071	775	4.3
CN5508700000000	55	087	"Outagamie County, WI"	2019	103135	100059	3076	3
CN5508900000000	55	089	"Ozaukee County, WI"	2019	49030	47625	1405	2.9
CN5509100000000	55	091	"Pepin County, WI"	2019	4147	3991	156	3.8
CN5509300000000	55	093	"Pierce County, WI"	2019	25369	24504	865	3.4
CN5509500000000	55	095	"Polk County, WI"	2019	24519	23519	1000	4.1
CN5509700000000	55	097	"Portage County, WI"	2019	38592	37327	1265	3.3
CN5509900000000	55	099	"Price County, WI"	2019	6493	6207	286	4.4
CN5510100000000	55	101	"Racine County, WI"	2019	98585	94556	4029	4.1
CN5510300000000	55	103	"Richland County, WI"	2019	9219	8926	293	3.2
CN5510500000000	55	105	"Rock County, WI"	2019	85330	82147	3183	3.7
CN5510700000000	55	107	"Rusk County, WI"	2019	6723	6393	330	4.9
CN5510900000000	55	109	"St. Croix County, WI"	2019	50446	48754	1692	3.4
CN5511100000000	55	111	"Sauk County, WI"	2019	35576	34533	1043	2.9
CN5511300000000	55	113	"Sawyer County, WI"	2019	7962	7582	380	4.8
CN5511500000000	55	115	"Shawano County, WI"	2019	21024	20342	682	3.2
CN5511700000000	55	117	"Sheboygan County, WI"	2019	62144	60436	1708	2.7
CN5511900000000	55	119	"Taylor County, WI"	2019	10973	10566	407	3.7
CN5512100000000	55	121	"Trempealeau County, WI"	2019	15952	15374	578	3.6
CN5512300000000	55	123	"Vernon County, WI"	2019	15278	14772	506	3.3
CN5512500000000	55	125	"Vilas County, WI"	2019	10154	9721	433	4.3
CN5512700000000	55	127	"Walworth County, WI"	2019	57872	55975	1897	3.3
CN5512900000000	55	129	"Washburn County, WI"	2019	7858	7536	322	4.1
CN5513100000000	55	131	"Washington County, WI"	2019	77161	74950	2211	2.9
CN5513300000000	55	133	"Waukesha County, WI"	2019	224731	218151	6580	2.9
CN5513500000000	55	135	"Waupaca County, WI"	2019	25943	25093	850	3.3
CN5513700000000	55	137	"Waushara County, WI"	2019	11422	10955	467	4.1
CN5513900000000	55	139	"Winnebago County, WI"	2019	91474	88728	2746	3
CN5514100000000	55	141	"Wood County, WI"	2019	35136	33786	1350	3.8
CN5600100000000	56	001	"Albany County, WY"	2019	20216	19595	621	3.1
CN5600300000000	56	003	"Big Horn County, WY"	2019	5306	5083	223	4.2
CN5600500000000	56	005	"Campbell County, WY"	2019	23242	22389	853	3.7
CN5600700000000	56	007	"Carbon County, WY"	2019	7982	7720	262	3.3
CN5600900000000	56	009	"Converse County, WY"	2019	8694	8456	238	2.7
CN5601100000000	56	011	"Crook County, WY"	2019	3710	3593	117	3.2
CN5601300000000	56	013	"Fremont County, WY"	2019	18635	17811	824	4.4
CN5601500000000	56	015	"Goshen County, WY"	2019	6625	6387	238	3.6
CN5601700000000	56	017	"Hot Springs County, WY"	2019	2176	2099	77	3.5
CN5601900000000	56	019	"Johnson County, WY"	2019	4183	4032	151	3.6
CN5602100000000	56	021	"Laramie County, WY"	2019	48491	46813	1678	3.5
CN5602300000000	56	023	"Lincoln County, WY"	2019	8876	8581	295	3.3
CN5602500000000	56	025	"Natrona County, WY"	2019	39348	37804	1544	3.9
CN5602700000000	56	027	"Niobrara County, WY"	2019	1239	1205	34	2.7
CN5602900000000	56	029	"Park County, WY"	2019	15459	14839	620	4
CN5603100000000	56	031	"Platte County, WY"	2019	4660	4501	159	3.4
CN5603300000000	56	033	"Sheridan County, WY"	2019	15653	15111	542	3.5
CN5603500000000	56	035	"Sublette County, WY"	2019	4129	3947	182	4.4
CN5603700000000	56	037	"Sweetwater County, WY"	2019	21274	20446	828	3.9
CN5603900000000	56	039	"Teton County, WY"	2019	15575	15151	424	2.7
CN5604100000000	56	041	"Uinta County, WY"	2019	9035	8682	353	3.9
CN5604300000000	56	043	"Washakie County, WY"	2019	3941	3786	155	3.9
CN5604500000000	56	045	"Weston County, WY"	2019	3811	3701	110	2.9
CN7200100000000	72	001	"Adjuntas Municipio, PR"	2019	4115	3485	630	15.3
CN7200300000000	72	003	"Aguada Municipio, PR"	2019	11743	10553	1190	10.1
CN7200500000000	72	005	"Aguadilla Municipio, PR"	2019	14350	12881	1469	10.2
CN7200700000000	72	007	"Aguas Buenas Municipio, PR"	2019	6434	5846	588	9.1
CN7200900000000	72	009	"Aibonito Municipio, PR"	2019	6392	5722	670	10.5
CN7201100000000	72	011	"Anasco Municipio, PR"	2019	8706	7967	739	8.5
CN7201300000000	72	013	"Arecibo Municipio, PR"	2019	23668	21413	2255	9.5
CN7201500000000	72	015	"Arroyo Municipio, PR"	2019	4605	3985	620	13.5
CN7201700000000	72	017	"Barceloneta Municipio, PR"	2019	5827	5170	657	11.3
CN7201900000000	72	019	"Barranquitas Municipio, PR"	2019	7261	6627	634	8.7
CN7202100000000	72	021	"Bayamon Municipio, PR"	2019	64124	60109	4015	6.3
CN7202300000000	72	023	"Cabo Rojo Municipio, PR"	2019	13373	12214	1159	8.7
CN7202500000000	72	025	"Caguas Municipio, PR"	2019	46941	43764	3177	6.8
CN7202700000000	72	027	"Camuy Municipio, PR"	2019	9402	8597	805	8.6
CN7202900000000	72	029	"Canovanas Municipio, PR"	2019	15767	14727	1040	6.6
CN7203100000000	72	031	"Carolina Municipio, PR"	2019	60399	56855	3544	5.9
CN7203300000000	72	033	"Catano Municipio, PR"	2019	7694	7140	554	7.2
CN7203500000000	72	035	"Cayey Municipio, PR"	2019	15836	14727	1109	7
CN7203700000000	72	037	"Ceiba Municipio, PR"	2019	3658	3278	380	10.4
CN7203900000000	72	039	"Ciales Municipio, PR"	2019	3651	3248	403	11
CN7204100000000	72	041	"Cidra Municipio, PR"	2019	15237	14195	1042	6.8
CN7204300000000	72	043	"Coamo Municipio, PR"	2019	9853	8647	1206	12.2
CN7204500000000	72	045	"Comerio Municipio, PR"	2019	4817	4389	428	8.9
CN7204700000000	72	047	"Corozal Municipio, PR"	2019	8806	8002	804	9.1
CN7204900000000	72	049	"Culebra Municipio, PR"	2019	893	866	27	3
CN7205100000000	72	051	"Dorado Municipio, PR"	2019	12937	12205	732	5.7
CN7205300000000	72	053	"Fajardo Municipio, PR"	2019	10804	9644	1160	10.7
CN7205400000000	72	054	"Florida Municipio, PR"	2019	3269	2914	355	10.9
CN7205500000000	72	055	"Guanica Municipio, PR"	2019	3947	3364	583	14.8
CN7205700000000	72	057	"Guayama Municipio, PR"	2019	10926	9605	1321	12.1
CN7205900000000	72	059	"Guayanilla Municipio, PR"	2019	5002	4311	691	13.8
CN7206100000000	72	061	"Guaynabo Municipio, PR"	2019	36917	35403	1514	4.1
CN7206300000000	72	063	"Gurabo Municipio, PR"	2019	17749	16741	1008	5.7
CN7206500000000	72	065	"Hatillo Municipio, PR"	2019	13427	11784	1643	12.2
CN7206700000000	72	067	"Hormigueros Municipio, PR"	2019	5303	4847	456	8.6
CN7206900000000	72	069	"Humacao Municipio, PR"	2019	16903	15193	1710	10.1
CN7207100000000	72	071	"Isabela Municipio, PR"	2019	12214	11108	1106	9.1
CN7207300000000	72	073	"Jayuya Municipio, PR"	2019	4206	3614	592	14.1
CN7207500000000	72	075	"Juana Diaz Municipio, PR"	2019	14844	13361	1483	10
CN7207700000000	72	077	"Juncos Municipio, PR"	2019	12067	11060	1007	8.3
CN7207900000000	72	079	"Lajas Municipio, PR"	2019	5136	4480	656	12.8
CN7208100000000	72	081	"Lares Municipio, PR"	2019	6900	5883	1017	14.7
